"sha256","count","bytes","kind","paths"
"9D00B613C45F6BF49953FE8CA476C97B99DD84C8C860664E902E4935AFFE4206","3","156548","brand","MAGNE.AI/assets/brand/ecosystem/primeyield.svg | MAGNE.AI/assets/brand/partners/primeyield.svg | MAGNE.AI/assets/brand/partners/ecosystem/primeyield.svg"
"02C3F18DB28C7351F95215A3BA97B912BA5451D0911C27F8011A78F889DF9F89","2","450","brand","MAGNE.AI/assets/brand/ecosystem/primeyield_web.png | MAGNE.AI/assets/brand/partners/ecosystem/primeyield_web.png"
"F7DEC40B49D9CBD29A77D4A26FB0B22D74D25517BD39B848455F33FEBBE8CE48","4","24764","brand","MAGNE.AI/assets/brand/ecosystem/qitmeer.svg | MAGNE.AI/assets/brand/ecosystem/ecosystem/qitmeer.svg | MAGNE.AI/assets/brand/partners/qitmeer.svg | MAGNE.AI/assets/brand/partners/ecosystem/qitmeer.svg"
"EB5C76C026B7A1187CAF36F1084F7230E3954369ED35EAD53BFDD35852CD52A3","2","268","brand","MAGNE.AI/assets/brand/ecosystem/qitmeer_web.png | MAGNE.AI/assets/brand/partners/ecosystem/qitmeer_web.png"
"10C3DBC54EDD4A3065E865412ED4469F425DAA27BD589514E241E7BF674FF02E","4","2621","brand","MAGNE.AI/assets/brand/ecosystem/rei_web.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/rei_web.png | MAGNE.AI/assets/brand/partners/rei_web.png | MAGNE.AI/assets/brand/partners/ecosystem/rei_web.png"
"C808606D6F16976C0E05092F40986A07F225C858566E0E3B6EF017AAFFE321A1","6","85638","brand","MAGNE.AI/assets/brand/ecosystem/samurai.png | MAGNE.AI/assets/brand/ecosystem/samurai_warlords.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/samurai.png | MAGNE.AI/assets/brand/partners/samurai.png | MAGNE.AI/assets/brand/partners/ecosystem/samurai.png | MAGNE.AI/assets/brand/partners/ecosystem/samurai_warlords.png"
"4716A47043F132AE0A40E8D9E2C87412F9FBCD8B4251229533BAED3301A3FABC","2","9855","brand","MAGNE.AI/assets/brand/ecosystem/samurai_warlords_web.png | MAGNE.AI/assets/brand/partners/ecosystem/samurai_warlords_web.png"
"B7EC366897D2A74919D85ACCA974F0AD259BC8B75CB02DEE91E9D4AF8BAF08CF","2","3969","brand","MAGNE.AI/assets/brand/ecosystem/snowball_web.png | MAGNE.AI/assets/brand/partners/ecosystem/snowball_web.png"
"CDCB0FE16E51C103D6DD7FE74E4E0EE4316E602B4BFF88215F4EB84F14186C77","4","101789","brand","MAGNE.AI/assets/brand/ecosystem/socialgrowai.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/socialgrowai.png | MAGNE.AI/assets/brand/partners/socialgrowai.png | MAGNE.AI/assets/brand/partners/ecosystem/socialgrowai.png"
"8866625C21516FAF8976D4A904514E1BAEBD1E86C7C9881244226F473627044A","2","2776","brand","MAGNE.AI/assets/brand/ecosystem/socialgrowai_web.png | MAGNE.AI/assets/brand/partners/ecosystem/socialgrowai_web.png"
"8309D2CE5FB0F51A9F0311C94843A19B11D337BDDAE3F7E48E35523C1CA6AD7C","4","2687","brand","MAGNE.AI/assets/brand/ecosystem/soda.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/soda.png | MAGNE.AI/assets/brand/partners/soda.png | MAGNE.AI/assets/brand/partners/ecosystem/soda.png"
"0E7C2F544E2753359B6A7D88A018C8EF58DDDC9C63F2ED22E4EA4CFAF2735AC5","2","3510","brand","MAGNE.AI/assets/brand/ecosystem/soda_web.png | MAGNE.AI/assets/brand/partners/ecosystem/soda_web.png"
"7301703C4FD7D69463D5435E50AE9AD62E02231A41D7DC193FF2B414A3D99F1D","4","124081","brand","MAGNE.AI/assets/brand/ecosystem/soei.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/soei.png | MAGNE.AI/assets/brand/partners/soei.png | MAGNE.AI/assets/brand/partners/ecosystem/soei.png"
"99881956BDBCCE734168F46E651CA0592FC3CEDBB31CC01C82429AF61C31B21C","3","5539","brand","MAGNE.AI/assets/brand/ecosystem/soei_web.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/soei_web.png | MAGNE.AI/assets/brand/partners/ecosystem/soei_web.png"
"848ACE5BD8A259996A79B0267EBFF82D57928167B6DCDB56DE24A33EA4043841","4","7810","brand","MAGNE.AI/assets/brand/ecosystem/stabilityworld.svg | MAGNE.AI/assets/brand/ecosystem/ecosystem/stabilityworld.svg | MAGNE.AI/assets/brand/partners/stabilityworld.svg | MAGNE.AI/assets/brand/partners/ecosystem/stabilityworld.svg"
"9411B689DDB6D33B55760FDBF631B1F617E1C3F19479B5885F7DE6971B7F6F72","2","268","brand","MAGNE.AI/assets/brand/ecosystem/stabilityworld_web.png | MAGNE.AI/assets/brand/partners/ecosystem/stabilityworld_web.png"
"1A91F83C7D4B5E087C8C9351D2BD4440F69E6FA87D99E1A34AA2A2C2885EFFA0","4","1997","brand","MAGNE.AI/assets/brand/ecosystem/tbv.png | MAGNE.AI/assets/brand/partners/tbv.png | MAGNE.AI/assets/brand/partners/ecosystem/tbv.png | MAGNE.AI/assets/brand/partners/strategic/tbv.png"
"59E2DCD44D2E1B1D7E348667BFF3D7128FFC3A6B7F31C3EC303EE26004F2056D","2","1997","brand","MAGNE.AI/assets/brand/ecosystem/tbv_web.png | MAGNE.AI/assets/brand/partners/ecosystem/tbv_web.png"
"197F7E9395FEDE7625BA2084E6B17A015DADD6243F1AF40090D526D10936876F","4","2713","brand","MAGNE.AI/assets/brand/ecosystem/tdk_inv.png | MAGNE.AI/assets/brand/partners/tdk_inv.png | MAGNE.AI/assets/brand/partners/ecosystem/tdk_inv.png | MAGNE.AI/assets/brand/partners/strategic/tdk_inv.png"
"D113A90C590B64F8B771A00745640735EA3A63A5F18E62869B1145171AF79BF2","4","9427","brand","MAGNE.AI/assets/brand/ecosystem/techflow.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/techflow.png | MAGNE.AI/assets/brand/partners/techflow.png | MAGNE.AI/assets/brand/partners/ecosystem/techflow.png"
"F84E9A4EFC6FF65E9A7B428B16017ABDAC88178F59BF715C896A6D1AB1632137","2","3272","brand","MAGNE.AI/assets/brand/ecosystem/techflow_web.png | MAGNE.AI/assets/brand/partners/ecosystem/techflow_web.png"
"E6A57E91199CB9A37A3C9FB8891891C97C833F9F95F98A4A44FEF039435D4963","4","73323","brand","MAGNE.AI/assets/brand/ecosystem/teltlk.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/teltlk.png | MAGNE.AI/assets/brand/partners/teltlk.png | MAGNE.AI/assets/brand/partners/ecosystem/teltlk.png"
"27991C14D84ECF3EE55ECA05533A286995E7FA999D30EE889C58E96B73FAED51","3","1949","brand","MAGNE.AI/assets/brand/ecosystem/teltlk_web.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/teltlk_web.png | MAGNE.AI/assets/brand/partners/ecosystem/teltlk_web.png"
"791D3C092C6C71CD55F7883B1F5A09BEA835080B70184A03EE2633D426B439E6","4","19512","brand","MAGNE.AI/assets/brand/ecosystem/TX24.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/TX24.png | MAGNE.AI/assets/brand/partners/newlogo.png | MAGNE.AI/assets/brand/partners/ecosystem/TX24.png"
"7899072533E28A97827BDE5D2823211CDF8F54D9C43FB88A32B605A67B781EDC","2","3816","brand","MAGNE.AI/assets/brand/ecosystem/TX24_web.png | MAGNE.AI/assets/brand/partners/ecosystem/TX24_web.png"
"2FE113AE0904498F1B5934098BE44E1B4BA8BB7ECB411B5B70C004410FF8B31F","9","7422","brand","MAGNE.AI/assets/brand/ecosystem/u2u.svg | MAGNE.AI/assets/brand/ecosystem/u2u_network.svg | MAGNE.AI/assets/brand/ecosystem/u2u_new.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/u2u.svg | MAGNE.AI/assets/brand/ecosystem/ecosystem/u2u_new.png | MAGNE.AI/assets/brand/partners/u2u.svg | MAGNE.AI/assets/brand/partners/ecosystem/u2u.svg | MAGNE.AI/assets/brand/partners/ecosystem/u2u_network.svg | MAGNE.AI/assets/brand/partners/ecosystem/u2u_new.png"
"03F60A83E0B3C05B8241EF60ADA99E7E2D7B9BC966151836491C2156E1F68D9D","2","1338","brand","MAGNE.AI/assets/brand/ecosystem/u2u_network_web.png | MAGNE.AI/assets/brand/partners/ecosystem/u2u_network_web.png"
"3761E457573978E8361D5B3A52177DB0FA5EF76C322618C182E80297DF621D22","3","1281","brand","MAGNE.AI/assets/brand/ecosystem/u2u_web.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/u2u_web.png | MAGNE.AI/assets/brand/partners/ecosystem/u2u_web.png"
"15C256ECE5028E9783BDD14F3F8B68493E2279D893201AF284F57AE993BCA508","3","6792","brand","MAGNE.AI/assets/brand/ecosystem/virgocx.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/virgocx.png | MAGNE.AI/assets/brand/partners/ecosystem/virgocx.png"
"E20FDA252E105620CCE89ADA3E2227CD8DAD6D14E3D70C195A06735D2B3FDBE6","3","4080","brand","MAGNE.AI/assets/brand/ecosystem/virgocx_web.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/virgocx_web.png | MAGNE.AI/assets/brand/partners/ecosystem/virgocx_web.png"
"D4F61ADBBB943331FAE1229F2D314F00D778BCA18975C15B5DA58EC23C312CDA","4","5363","brand","MAGNE.AI/assets/brand/ecosystem/weex.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/weex.png | MAGNE.AI/assets/brand/partners/weex.png | MAGNE.AI/assets/brand/partners/ecosystem/weex.png"
"898F4DF28FE1081A3DB5A488FC95366A17FB25071C35E6A3F6A59D43732CBB4E","4","2914","brand","MAGNE.AI/assets/brand/ecosystem/xt.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/xt.png | MAGNE.AI/assets/brand/partners/xt.png | MAGNE.AI/assets/brand/partners/ecosystem/xt.png"
"C9CF3ED43FDF45EF0CDAE3C10FDD414A087DA008B64DFA1B481A712E0DEE76C7","2","1705","brand","MAGNE.AI/assets/brand/ecosystem/ecosystem/depinscan_web.png | MAGNE.AI/assets/brand/partners/depinscan_web.png"
"12A94E09CAF0F4C0C649C8DEB71163AA024834BBFDFF0693270524A6B84CFCC6","6","269","brand","MAGNE.AI/assets/brand/ecosystem/ecosystem/gamepad_web.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/nodle_web.png | MAGNE.AI/assets/brand/ecosystem/ecosystem/stabilityworld_web.png | MAGNE.AI/assets/brand/partners/gamepad_web.png | MAGNE.AI/assets/brand/partners/nodle_web.png | MAGNE.AI/assets/brand/partners/stabilityworld_web.png"
"EC63E554E8B5694C620DA596D8DDF1C1FB58E90F118634B73E74570818850963","2","14897","brand","MAGNE.AI/assets/brand/ecosystem/ecosystem/hyra.svg | MAGNE.AI/assets/brand/partners/hyra.svg"
"D53197D952EE12719C20EF356E860ED9C3C3103CFD844FBA118EC025617BEBD6","2","13816","brand","MAGNE.AI/assets/brand/logos/Magne.AIlogo_2---c66058d0-523d-4cdf-82c0-e630cc9e7957.png | MAGNE.AI/assets/brand/media-kit-logos/28-logo-variant.png"
"F77DC6D07B05C4A4B32F35F293642D8DECF54F34960904F30F4E5998775B854D","2","48906","brand","MAGNE.AI/assets/brand/logos/Magne.AIlogo_BLACKPNG---60b049b1-b656-4d69-9119-1280a994b2b0.png | MAGNE.AI/assets/brand/media-kit-logos/04-logo-black-wide.png"
"0036664C3A57437D5F4F21C24FEC2F99135382471AEA4AFB0843C7442C28B156","2","13856","brand","MAGNE.AI/assets/brand/logos/Magne.AIlogo_png_3---ab3165ec-3118-4423-a257-629440305ca7.png | MAGNE.AI/assets/brand/media-kit-logos/03-logo-variant.png"
"E55134493C8121EECEB73409EDCA1948D6DD2268AAD658564B2614F8DCD74AB1","2","53497","brand","MAGNE.AI/assets/brand/logos/Magne.AIlogo_PNG_5---67148b18-44bb-400c-8035-f3c7e3469844.png | MAGNE.AI/assets/brand/media-kit-logos/02-logo-variant.png"
"2AA5C4143164DD9D2900A29B97627DE42C8922457483F2AADD3EAF267CE07471","2","55714","brand","MAGNE.AI/assets/brand/logos/Magne.AIlogo_PNG_6---01b9231c-d825-4e5e-a7cf-c80624a0e617.png | MAGNE.AI/assets/brand/media-kit-logos/01-logo-variant.png"
"818458E8FB207B790441080CBD7AB1CC7AB9C8FA69C0ABFDE70D9B63E505F57E","2","48934","brand","MAGNE.AI/assets/brand/logos/Magne.AIlogo_WITHE---9e7017c9-bf39-4944-946b-8ffaefa978e8.png | MAGNE.AI/assets/brand/media-kit-logos/06-logo-white-wide.png"
"95C6783DF846B5040FB9707D63F0DFA0EB811D7DCC32D75DE071A24B7CD564DB","2","5139","brand","MAGNE.AI/assets/brand/partners/deepmind_blue.png | MAGNE.AI/assets/brand/partners/strategic/deepmind_blue.png"
"0D4663953E8EC7609978B7604E165D11A36152C08E3DE744F8FE9346A6D8EF52","2","1847","brand","MAGNE.AI/assets/brand/partners/depinscan-new.svg | MAGNE.AI/assets/brand/partners/depinscan.svg"
"E1AB4E9D70409194BBD0C2F33E6501BE12ED6CF38E18408105D2E358E60CA9CB","2","1703","brand","MAGNE.AI/assets/brand/partners/fih.png | MAGNE.AI/assets/brand/partners/strategic/fih.png"
"BAC3AB71F311A72B64B6E8A5A68DC077FFAA9BECA96B1885C7FF74891E20B1AB","2","11870","brand","MAGNE.AI/assets/brand/partners/google-logo.png | MAGNE.AI/assets/brand/partners/strategic/google-logo.png"
"70DB19E81D7DE752DE47CACBCAA09D61715270C2E289B3F6E14751F3A822AF3A","2","64876","brand","MAGNE.AI/assets/brand/partners/hed.png | MAGNE.AI/assets/brand/partners/strategic/hed.png"
"E708215065B895AC9E8663DFD5FA1E0C312F2EE877016AC98FDA15FEBE5F31A3","2","4948","brand","MAGNE.AI/assets/brand/partners/imag_green.png | MAGNE.AI/assets/brand/partners/strategic/imag_green.png"
"742585F1CDBBF266C69DE4892C4EB5E3D392BCA3251E0481C38D5BD286A3BFE8","2","10052","brand","MAGNE.AI/assets/brand/partners/kucoin.svg | MAGNE.AI/assets/brand/partners/strategic/kucoin.svg"
"8E8E51507EDD2CFC144C779B6E2644B1A92341574B13B76E6E45E95B708281D5","2","2522","brand","MAGNE.AI/assets/brand/partners/micron_inv.png | MAGNE.AI/assets/brand/partners/strategic/micron_inv.png"
"F85D44C2334948989B9A0EE6BAE6396CD13134E2EF5D58D6404FA6B7CB287AB6","2","7263","brand","MAGNE.AI/assets/brand/partners/playsout-new.png | MAGNE.AI/assets/brand/partners/playsout.png"
"74531B3FB24F3DCA131494FD7B9DB44CE437E920FFF6E02C7CB6AF392DAED26E","2","10706","brand","MAGNE.AI/assets/brand/partners/redrock_web.png | MAGNE.AI/assets/brand/partners/strategic/redrock_web.png"
"076FEF0C7A348FADCB517760564B090C00A7BF8CD9D399907FDC43BCB22ED6E5","2","2906","brand","MAGNE.AI/assets/brand/partners/samsung_inv.png | MAGNE.AI/assets/brand/partners/strategic/samsung_inv.png"
"C1912412701E61CB66DADC4E072A7283FF6A26D2043C37959BA308082BCDA5E0","2","7782","brand","MAGNE.AI/assets/brand/partners/skhynix_web.png | MAGNE.AI/assets/brand/partners/strategic/skhynix_web.png"
"1845E42F27EFA3538084C882C431C17B7CC3BF3BDE6364E430338B3CD2E7E620","2","13964","brand","MAGNE.AI/assets/brand/partners/ti.svg | MAGNE.AI/assets/brand/partners/strategic/ti.svg"
"48B5FCB482CAF6CEAC965B987DF69C8B9ACA92C7EC7EC1A60C042A31913A2449","2","8399","brand","MAGNE.AI/assets/brand/partners/unisoc_web.png | MAGNE.AI/assets/brand/partners/strategic/unisoc_web.png"
"55E8A153CE9DE5CB176C4A01A0DFD771592720DE63C6F9DD6DDF3642D0AAAC38","2","7765","brand","MAGNE.AI/assets/brand/partners/wd_better_inv.png | MAGNE.AI/assets/brand/partners/strategic/wd_better_inv.png"
